station,rating
Minamisenju,3.6
Ueno,4.0
Nakaokachimachi,3.3
Uguisudani,3.7
Tawaramachi (Tokyo),3.8
Inaricho (Tokyo),3.5
Nippori,3.7
Uenookachimachi,3.5
Tokyo Skytree,4.0
Honjoazumabashi,3.5
Kinshicho,3.7
Oshiage,3.9
Hikifune,3.7
Kikukawa (Tokyo),3.2
Morishita (Tokyo),3.7
Omurai,3.3
Keiseihikifune,3.6
Sumiyoshi (Tokyo),3.4
Kanegafuchi,3.5
Higashimukojima,3.4
Yahiro,3.5
Kameido,3.7
Higashiazuma,3.4
Hirai (Tokyo),3.4
Tokyo Teleport,4.0
Ariake Tennis Nomori,3.8
Kokusaitenjijo,3.7
Kiyosumishirakawa,3.6
Monzennakacho,3.5
Keiseiueno,4.0
Toyosu,3.5
Etchujima,3.3
Ojima (Tokyo),3.7
Nishiojima,3.4
Kameidosuijin,3.6
Kiba,3.2
Toyocho,3.6
Minamisunamachi,3.5
Shinonome (Tokyo),3.6
Tatsumi,3.6
Shinkiba,3.5
Shintoyosu,3.7
Senzoku,3.6
Nishikoyama,3.5
Fudomae,3.6
Musashikoyama,3.9
Oimachi,3.6
Omori (Tokyo),3.8
Shimoshinmei,3.8
Tachiaigawa,3.6
Nishioi,3.3
Osaki,3.7
Osakihirokoji,3.5
Togoshi,3.6
Oikeibajomae,3.7
Samezu,3.6
Ebisu,3.8
Aomonoyokocho,3.6
Shinbanba,3.4
Togoshikoen,3.4
Nakanobu,3.5
Ebaramachi,3.7
Yurakucho,3.7
Magome,3.2
Hatanodai,3.7
Kitasenzoku,3.8
Nagahara (Tokyo),3.5
Shinagawa Sea Side,3.7
Omorikaigan,3.4
Ikejiriohashi,3.4
Shibuya,3.8
Shinsen,3.8
Daikan-yama,3.8
Nakameguro,3.9
Ookayama,3.8
Toritsudaigaku,3.5
Midorigaoka (Tokyo),3.7
Komabatodaimae,3.8
Gakugeidaigaku,3.7
Yutenji,3.8
Jiyugaoka (Tokyo),3.8
Tamagawa,3.9
Senzokuike,3.7
Ikegami,3.8
Nishikomagome,3.5
Hasunuma,3.4
Yaguchinowatashi,3.6
Ishikawadai,3.5
Unoki,3.7
Edogawa,3.4
Numabe,3.6
Omorimachi,3.6
Heiwajima,3.5
Umeyashiki (Tokyo),3.5
Akabane,3.7
Kamata,3.6
Showajima,3.3
Anamoriinari,3.5
Otorii,3.5
Keikyukamata,3.5
Zoshiki,3.5
Ontakesan,3.9
Chidoricho,3.8
Shimomaruko,3.5
Ryutsu Center,3.3
Kuhonbutsu,3.8
Rokugodote,3.4
Kojiya,3.6
Tenkubashi,3.6
Numabukuro,3.4
Aomi (Tokyo),3.9
Honancho,3.6
Kyodo,3.8
Gotokuji,3.8
Sakurajosui,3.3
Shimotakaido,3.6
Higashimatsubara,3.9
Matsubara (Tokyo),3.9
Ikenoue,3.9
Sangenjaya,3.9
Seijogakuenmae,3.8
Futakotamagawa,3.9
Umegaoka,3.8
Shoinjinjamae,3.9
Wakabayashi (Tokyo),4.1
Soshigayaokura,3.9
Chitosefunabashi,3.6
Yoga,3.7
Sasazuka,3.5
Shimokitazawa,3.8
Shindaita,3.5
Daitabashi,3.5
Okusawa,3.7
Oyamadai,3.7
Chitosekarasuyama,3.3
Hachiman-yama,3.8
Rokakoen,3.2
Kamikitazawa,3.6
Sengawa,3.8
Kaminoge,3.7
Ariake (Tokyo),3.6
Sakurashinmachi,3.8
Kugayama,3.7
Fujimigaoka,3.4
Mitakadai,3.5
Higashikitazawa,3.9
Izumitamagawa,3.6
Setagaya,3.9
Miyanosaka,3.9
Kamimachi,3.9
Setagayadaita,3.9
Meidaimae,3.5
Yoyogiuehara,3.6
Yoyogikoen,3.6
Yoyogihachiman,3.6
Meijijingumae,3.7
Hatagaya,3.3
Kitasando,3.7
Harajuku,3.9
Yoyogi,3.6
Sangubashi,3.8
Minamishinjuku,3.6
Nakano (Tokyo),3.6
Nogata,3.7
Iogi,4.1
Saginomiya,3.6
Shimoigusa,3.5
Nakamurabashi,3.7
Fujimidai,3.6
Toritsukasei,3.5
Asagaya,3.7
Shinnakano,3.6
Nakanofujimicho,3.7
Higashikoenji,3.6
Koenji,3.9
Nakanoshinbashi,4.3
Ogikubo,3.8
Shinkoenji,3.6
Minamiasagaya,3.6
Kamiigusa,3.5
Eifukucho,3.9
Nishieifuku,3.6
Nishiogikubo,3.7
Takaido,3.5
Hamadayama,3.5
Yamashita (Tokyo),3.8
Kamishakujii,3.5
Musashikosugi,3.1
Kichijoji,4.0
Ekoda,3.7
Ikebukuro,3.8
Kanamecho,3.9
Kitaikebukuro,3.5
Itabashi,3.2
Shimoitabashi,3.0
Senkawa,3.1
Sugamoshinden,3.8
Nishisugamo,3.5
Shinkoshinzuka,3.7
Todenzoshigaya,3.9
Gakushuinshita,3.7
Koshinzuka,3.9
Akabaneiwabuchi,3.6
Higashijujo,3.5
Kitaakabane,3.4
Shimurasakaue,3.4
Jujo (Tokyo),3.8
Motohasunuma,3.4
Ukimafunado,3.7
Oji,3.5
Ojikamiya,3.6
Itabashihoncho,3.3
Oku,3.7
Kajiwara,3.5
Kaminakazato,3.5
Shimo,3.6
Sakaecho (Tokyo),3.5
Arakawashakomae,4.1
Asukayama,4.1
Shin-itabashi,3.6
Takinogawa 1-chome,3.8
Nishigahara,3.5
Nishigahara 4-chome,3.8
Akadoshogakkomae,3.2
Shinmikawashima,3.5
Arakawaitchumae,3.9
Arakawakuyakushomae,3.9
Arakawa 7-chome,3.9
Arakawa 2-chome,4.0
Machiya,3.7
Machiya 2-chome,3.9
Mikawashima,3.5
Arakawayuenchimae,4.0
Kumanomae,3.6
Oyama (Tokyo),3.6
Miyanomae,3.9
Higashiogu 3-chome,3.8
Keiseisekiya,3.4
Senjuohashi,3.5
Minowabashi,4.1
Shimura 3-chome,3.4
Hasune,3.6
Shimoakatsuka,3.1
Chikatetsuakatsuka,3.7
Kishibojinmae,3.6
Itabashikuyakushomae,3.6
Kotakemukaihara,3.4
Nakaitabashi,3.4
Tokiwadai (Tokyo),3.6
Kamiitabashi,3.5
Tobunerima,3.3
Takashimadaira,3.6
Mukohara (Tokyo),3.7
Shakujiikoen,3.9
Toshimaen,3.8
Nerimakasugacho,3.3
Heiwadai (Tokyo),3.5
Musashiseki,3.5
Nerima,3.7
Shinsakuradai,3.7
Sakuradai (Tokyo),3.9
Hikawadai,3.3
Nerimatakanodai,3.5
Higashifushimi,3.4
Aoi,3.5
Gotanno,3.6
Kosuge,3.5
Ayase,3.1
Kitaayase,3.5
Nishiarai,3.6
Umejima,3.5
Ogiohashi,3.7
Koya (Tokyo),3.6
Daishimae,3.8
Adachiodai,3.8
Yazaike,3.7
Kitasenju,3.7
Nishiaraidaishinishi,3.5
Ushida (Tokyo),3.3
Sakuragaoka,3.2
Aoto,3.6
Ohanajaya,3.6
Keiseitateishi,3.5
Koiwa,3.7
Shinkoiwa,3.4
Keiseikanamachi,3.6
Shibamata,4.1
Keiseikoiwa,3.2
Keiseitakasago,3.5
Shinshibamata,3.5
Horikirishobuen,3.0
Yotsugi,4.0
Higashiikebukuro 4-chome,3.7
Ichinoe,3.5
Shinozaki,3.6
Funabori,3.6
Mizue,3.8
Nishikasai,3.7
Kasai,3.7
Kasairinkaikoen,4.0
Keiohachioji,3.6
Toyota,3.5
Hachioji,3.7
Kitahachioji,3.7
Komiya,3.3
Takao (Tokyo),4.5
Nishihachioji,3.4
Katakura,3.4
Kitano (Tokyo),3.7
Keiokatakura,3.3
Hachiojiminamino,3.9
Otsuka/Teikyodaigaku,3.3
Keiotama Center,3.8
Chuodaigaku/Meiseidaigaku,3.5
Matsugaya,3.6
Mejirodai,3.5
Higashiakiru,3.0
Musashiitsukaichi,3.9
Naganuma (Tokyo),3.4
Hazama,3.6
Yamada (Tokyo),3.5
Keiohorinouchi,3.4
Hirayamajoshikoen,3.3
Takaosanguchi,4.2
Akigawa,3.9
Aihara,3.5
Tamasakai,3.6
Kunitachi,3.8
Takamatsu (Tokyo),3.9
Tachikawa,3.9
Tachikawakita,3.7
Nishikunitachi,3.6
Hino (Tokyo),3.4
Seibutachikawa,3.5
Musashisunagawa,3.0
Izumitaiikukan,3.8
Shibasakitaiikukan,3.8
Sunagawananaban,3.1
Tamagawajosui,3.6
Higashiyamatoshi,3.4
Tachihi,3.5
Tachikawaminami,3.6
Haijima,3.7
Nishitachikawa,3.5
Takanodai,3.5
Mitaka,3.7
Inokashirakoen,4.0
Musashikoganei,3.8
Musashisakai,3.8
Higashikoganei,3.7
Shinkoganei,3.6
Tama,3.7
Chofu,3.7
Nishichofu,3.6
Oume,3.8
Ozaku,3.4
Kabe,3.3
Miyanohira,4.0
Higashioume,3.0
Ikusabata,4.3
Sawai,3.9
Mitake,4.0
Hinatawada,3.9
Futamatao,3.5
Shiraitodai,3.7
Musashinodai,3.7
Tobitakyu,3.7
Fuchu (Tokyo),3.8
Fuchuhonmachi,3.4
Bubaigawara,3.2
Nishikokubunji,3.5
Yaho,3.6
Kitafuchu,3.0
Kyoteijomae,3.4
Tamareien,3.2
Koremasa,3.7
Higashifuchu,3.5
Kokubunji,3.8
Nakagawara,3.8
Nishifu,3.4
Fuchukeibaseimonmae,3.9
Higashinakagami,3.3
Nakagami,3.4
Akishima,3.5
Keiotamagawa,3.4
Shibasaki,3.5
Kokuryo,3.7
Fuda,3.6
Komae,3.6
Yanokuchi,3.2
Machiyaekimae,3.7
Sagamihara,3.4
Hashimoto (Kanagawa),4.0
Machida,3.5
Kakio,3.4
Tsurukawa,3.5
Suzukakedai,3.5
Naruse,3.1
Odakyunagayama,3.8
Karakida,3.4
Kurokawa (Kanagawa),3.4
Fuchinobe,3.5
Yabe,3.2
Tamagawagakuenmae,3.6
Odakyutama Center,4.0
Kodomonokuni (Kanagawa),4.5
Seibuyagisawa,3.6
Kurihira,3.5
Nagatsuta,3.5
Seisekisakuragaoka,3.9
Kodaira,3.4
Hamura,3.4
Oumekaido,4.5
Ogawa (Tokyo),3.2
Shinkodaira,3.2
Hagiyama,3.4
Yasaka (Tokyo),3.3
Hitotsubashigakuen,3.5
Koigakubo,3.7
Hanakoganei,3.5
Takahatafudo,3.9
Mogusaen,4.0
Koshukaido,3.4
Manganji,3.7
Minamidaira,3.5
Tamadobutsukoen,4.1
Hodokubo,3.5
Kumegawa,3.5
Higashimurayama,3.6
Musashiyamato,3.7
Yagawa,3.2
Ushihama,3.3
Fussa,3.8
Kumagawa,3.1
Higashifussa,3.0
Kamikitadai,3.8
Sakurakaido,3.5
Tanashi,3.7
Tama Center,3.9
Inagi,3.6
Inaginaganuma,3.6
Minamitama,3.5
Wakabadai,3.8
Keioyomiuri Land,3.7
Shin-yurigaoka,3.8
Musashimasuko,3.6
Musashihikida,3.4
Okutama,4.1
Shiromaru,4.8
Kori (Tokyo),4.3
Hatonosu,4.0
Asano,3.9
Anzen,3.6
Keikyutsurumi,3.5
Tsurumi,3.3
Tsurumiichiba,3.4
Hatchonawate,3.5
Shitte,3.3
Yako,3.4
Tsurumiono,4.0
Okurayama (Kanagawa),3.7
Tsunashima,3.6
Kikuna,3.3
Kagetsuenmae,3.6
Namamugi,3.3
Hiyoshi (Kanagawa),3.7
Bentenbashi,3.8
Kokudo,4.3
Yokohama,3.8
Oguchi,3.2
Myorenji,3.9
Shinkoyasu,3.1
Kanagawa,3.3
Tanmachi,3.5
Keikyushinkoyasu,3.4
Koyasu,3.1
Kanagawashinmachi,3.4
Katakuracho,3.6
Kishinekoen,3.4
Mitsuzawakamicho,3.3
Mitsuzawashimocho,3.1
Nakakido,3.6
Hakuraku,3.6
Kozukue,3.2
Kamoi,3.4
Nishiya,3.7
Kamihoshikawa,3.5
Wadamachi,3.6
Koganecho,3.4
Hinodecho,3.5
Sakuragicho,4.0
Tobe,3.4
Hiranumabashi,3.3
Tennocho,3.3
Hodogaya,3.6
Takashimacho,3.3
Minamiota,3.4
Minatomirai,4.1
Kannai,3.6
Nihon-Odori,3.9
Bashamichi,3.9
Isezakichojamachi,3.7
Bandobashi,3.2
Negishi (Kanagawa),3.4
Yamate,3.5
Ishikawacho,3.6
Motomachi/Chukagai,3.9
Idogaya,3.5
Gumyoji (Keikyu),3.7
Maita,3.6
Gumyoji (Yokohamashiei),3.7
Kamiooka,3.8
Yoshinocho,3.4
Musashishiraishi,3.3
Higashitotsuka,3.6
Futamatagawa,3.7
Hoshikawa (Kanagawa),3.7
Tsurugamine,3.6
Seya,3.2
Sugita (Kanagawa),3.6
Keikyutomioka,3.4
Nokendai,3.7
Yokodai,3.5
Shinsugita,3.5
Byobugaura,3.3
Kanazawabunko,3.7
Mutsuura,3.2
Konandai,3.7
Nojimakoen,3.7
Kanazawahakkei,3.8
Uminokoenshibaguchi,3.7
Sachiura,3.5
Torihama,3.1
Namikikita,3.4
Uminokoenminamiguchi,3.6
Shidaiigakubu,3.6
Hakkeijima,4.0
Nanbushijo,3.7
Sangyoshinko Center,3.5
Namikichuo,4.3
Fukuura,3.4
Oppama,4.3
Shin-yokohama,3.7
Nippa,3.6
Takata (Kanagawa),2.0
Hiyoshihoncho,3.4
Higashiyamata,3.7
Kitayamata (Kanagawa),3.5
Nakamachidai,3.5
Odoriba,3.4
Totsuka,3.7
Ofuna,3.8
Zengyo,3.9
Fujisawa,3.7
Maioka,3.5
Yayoidai,3.6
Ryokuentoshi,3.7
Tateba,3.5
Nakada (Kanagawa),4.0
Hongodai,3.4
Mutsuainichidaimae,3.7
Izumino,3.8
Shimoiida,3.6
Shonandai,3.7
Shimonagaya,3.4
Kaminagaya,3.8
Kibogaoka,3.6
Mitsukyo,3.5
Tokaichiba (Kanagawa),3.6
Nakayama (Kanagawa),3.2
Aobadai,3.7
Kawawacho,3.6
Tana,3.2
Tsukimino,3.7
Yumegaoka,3.7
Ichigao,3.5
Tama Plaza,4.1
Onda,3.7
Azamino,3.6
Eda (Kanagawa),4.2
Tsuzukifureainooka,4.0
Fujigaoka (Kanagawa),3.6
Nakagawa (Kanagawa),3.6
Saginuma,3.6
Center Kita,3.9
Center Minami,3.9
Odasakae,3.6
Kawasaki,3.8
Minatocho,3.7
Kawasakidaishi,3.8
Keikyukawasaki,3.7
Suzukicho,3.3
Kojimashinden,3.5
Sangyodoro,3.8
Kawasakishinmachi,3.6
Hamakawasaki,3.7
Shinkawasaki,3.8
Higashimonzen,3.4
Kajigaya,3.7
Kashimada,3.3
Hirama,3.2
Motosumiyoshi,4.0
Musashishinjo,3.6
Musashinakahara,3.6
Mukaigawara,3.5
Shinmaruko,4.0
Takatsu (Kanagawa),3.7
Tsudayama,3.3
Mizonoguchi,3.7
Miyazakidai,3.5
Futakoshinchi,3.6
Ikuta (Kanagawa),3.6
Mukogaokayuen,3.5
Yomiuri Land Mae,3.4
Noborito,3.7
Inadazutsumi,3.0
Keioinadazutsumi,3.5
Yurigaoka,3.5
Miyamaedaira,3.4
Odakyusagamihara,3.7
Satsukidai,3.4
Haruhino,3.9
Sagamiko,3.8
Kamimizo,3.4
Minamihashimoto,3.3
Uenohara,3.6
Fujino,3.4
Harataima,2.9
Banda (Kanagawa),3.4
Sagamiono,3.6
Okawa,3.9
Shimomizo,3.7
Sobudaimae,3.5
Sobudaishita,3.4
Higashirinkan,3.4
Chuorinkan,3.7
Kamakura,4.1
Kinugasa,2.7
Zushi,3.6
Higashizushi,3.3
Misakiguchi,3.8
Miurakaigan,4.0
Kitakurihama,3.6
Keikyukurihama,3.8
YRP Nobi,3.4
Anjinzuka,3.6
Shioiri,3.5
Hemi,3.5
Keikyuotsu,3.5
Shin-otsu,3.6
Maborikaigan,3.4
Kenritsudaigaku,3.5
Yokosukachuo,3.9
Uraga,3.6
Keikyutaura,3.8
Horinouchi,3.6
Tsukuihama,3.5
Keikyunagasawa,3.8
Kurihama,3.4
Yokosuka,4.0
Taura,3.7
Hiratsuka,3.5
Oiso,4.0
Tokaidaigakumae,3.4
Samukawa,3.3
Hon-atsugi,3.8
Isehara,3.5
Tsurumakionsen,3.5
Chigasaki,3.7
Ninomiya,3.6
Aikoishida,3.7
Inamuragasaki,4.0
Kitakamakura,4.0
Shonanfukasawa,3.7
Shonanmachiya,3.8
Nishikamakura,3.9
Gokurakuji,4.3
Enoshima,4.3
Kataseyama,3.7
Kamakurakokomae,4.4
Koshigoe,4.1
Mejiroyamashita,3.8
Yuigahama,4.1
Wadazuka,4.0
Hase (Kanagawa),4.0
Shichirigahama,4.2
Fujimicho (Kanagawa),3.5
Tsujido,4.0
Fujisawahonmachi,3.7
Chogo,3.6
Kataseenoshima,4.2
Kurami,3.2
Miyayama,3.4
Ishigami,3.9
Kugenuma,3.8
Shonanenoshima,4.2
Shonankaigankoen,3.6
Yanagikoji,3.6
Kugenumakaigan,4.0
Honkugenuma,3.7
Kozashibuya,3.3
Kadosawabashi,3.3
Iidaoka,3.5
Sagaminumata,3.6
Tomizu,3.7
Gohyakurakan,3.7
Hotaruda,3.2
Isaida,3.8
Ashigara (Kanagawa),3.4
Hayakawa,3.4
Odawara,3.9
Kazamatsuri,3.9
Hakoneitabashi,2.8
Iriuda,3.8
Nebukawa,4.3
Midoricho,3.1
Kayama,2.5
Kozu,3.7
Shimosoga,3.5
Tsukahara,3.6
Kamioi,3.8
Kaisei,3.5
Showa,3.7
Kagawa (Kanagawa),3.5
Kitachigasaki,3.1
Shinzushi,3.8
Jinmuji,3.8
Hadano,3.6
Shibusawa,3.7
Shinmatsuda,3.6
Gora,4.0
Ebina,3.7
Tsuruma,3.3
Minamirinkan,3.3
Yamato (Kanagawa),3.6
Atsugi,3.3
Shake,3.2
Kashiwadai,3.6
Zama,3.1
Sagamino,3.6
Iriya (Kanagawa),3.7
Daiyuzan,3.7
Wadagahara,3.6
Iwahara,3.8
Yamakita,4.0
Fuji Film Mae,3.9
Sagamikaneko,3.6
Matsuda,3.6
Yaga,3.5
Higashiyamakita,3.4
Kowakidani,4.1
Ohiradai,4.2
Miyanoshita,4.0
Naka-Gora,3.9
Hakoneyumoto,4.1
Sounzan,3.9
Chokokunomori,3.8
Manazuru,3.5
Yugawara,3.7
Ogimachi (Kanagawa),3.9
Toyosaka,3.8
Hayadori,3.3
Kuroyama,3.8
Niizaki,3.1
Niigata,3.8
Echigoishiyama,3.1
Higashiniigata,3.2
Hakusan (Niigata),3.8
Sekiya (Niigata),2.9
Echigosone,4.0
Kameda,3.4
Kyogase,3.4
Kobari,3.2
Ogikawa,3.5
Niitsu,4.1
Higashiniitsu,3.3
Furutsu,3.7
Shinseki,3.4
Yashiroda,4.2
Satsukino,3.2
Echigoakatsuka,3.6
Tagami,3.4
Hanyuda,3.4
Terao,3.3
Maki,4.6
Tsubame,3.7
Tsubamesanjo,3.7
Aoyama (Niigata),2.9
Uchino,3.8
Niigatadaigakumae,3.1
Uchinonishigaoka,3.1
Iwamuro,3.4
Nishitsubame,3.3
Yahiko,3.9
Miyauchi (Niigata),3.4
Maekawa,3.8
Nagaoka,3.8
Raikoji,3.5
Oshikiri,3.6
Mitsuke,3.7
Kitanagaoka,3.5
Echigoiwatsuka,3.7
Tsukayama,3.5
Kariwa,4.1
Urasa,3.6
Ojimaya,3.7
Echigotakiya,4.0
Kirihara (Niigata),3.4
Echigokawaguchi,3.6
Kitahorinouchi,4.0
Bunsui,3.7
Teradomari,4.0
Uchigamaki,3.0
Ojiya,3.5
Kitasanjo,4.1
Higashisanjo,3.5
Honai,4.2
Sanjo (Niigata),3.8
Kamo (Niigata),3.1
Tokoji,4.1
Obiori,4.0
Ibarame,3.2
Kashiwazaki,3.3
Yasuda (Niigata),3.6
Arahama,4.0
Nishinakadori,3.5
Higashikashiwazaki,3.5
Yoneyama,3.9
Echigohirota,3.2
Kasashima,3.8
Kitajo,3.7
Kujiranami,3.7
Nishiyama (Niigata),4.5
Raihai,3.6
Nagatori,4.1
Ishiji,3.8
Oginojo,3.5
Kakizaki,3.6
Tsukioka (Niigata),3.2
Nakaura,3.4
Shibata,3.3
Nishishibata,3.4
Sasaki,3.9
Kanazuka,3.3
Kaji,3.0
Kamiyama,3.4
Echigoiwasawa,3.8
Gejo,3.3
Tokamachi,3.7
Echigoshikawatari,4.2
Echigotazawa,4.1
Doichi,4.4
Matsudai,3.9
Shinza,3.3
Uonumanakajo,3.6
Misashima,4.6
Echigomizusawa,4.1
Tsunan,3.9
Murakami (Niigata),3.9
Sakamachi,3.5
Iwafunemachi,3.3
Gatsugi,3.5
Hirabayashi,3.4
Echigokangawa,4.5
Fuya,3.8
Majima,3.8
Hirakida,3.5
Kuwagawa,4.1
Echigohayakawa,4.2
Aouzu,3.6
Minamiyoshida,4.6
Kitayoshida,3.5
Yoshida (Niigata),3.5
Kajiyashiki,3.7
Itoigawa,3.7
Ichiburi,3.7
Omi (Niigata),3.6
Nechi,3.5
Oyashirazu,3.9
Hiraiwa,3.5
Kubikiono,3.4
Himekawa,3.0
Uramoto,4.3
Kotaki,4.1
Tsutsuishi,4.3
Myokokogen,3.7
Arai (Niigata),3.6
Nihongi,4.0
Sekiyama,3.9
Kitaarai,3.7
Gosen,3.3
Saruwada,3.6
Kitagosen,3.8
Sakihana,3.7
Maoroshi,3.7
Kubiki,3.4
Kuroi (Niigata),3.6
Joetsumyoko,3.8
Takada (Niigata),3.9
Kasugayama,3.4
Naoetsu,3.7
Minamitakada,3.3
Uragawara,4.1
Mushigawaosugi,3.9
Saigata,3.7
Katamachi,3.8
Dosokohama,3.4
Hokuhokuoshima,4.2
Arimagawa,4.1
Jogehama,3.4
Oikeikoinomori,4.4
Tanihama,3.6
Nadachi,3.8
Suibara,4.0
Koide,3.8
Uonumatanaka,3.6
Irihirose,3.6
Yabukami,3.9
Yairo,3.9
Echigohorinouchi,3.0
Echigosuhara,4.1
Echigohirose,3.1
Muikamachi,3.6
Ishiuchi,3.6
Itsukamachi,3.6
Shiozawa,3.7
Osawa (Niigata),3.7
Joetsukokusai Ski Jomae,3.6
Nakajo,3.6
Echigooshima,4.0
Yahagi,4.1
Mikawa (Niigata),3.5
Igashima,3.3
Tsugawa,3.8
Kanose,4.0
Izumozaki,3.2
Echigoyuzawa,4.2
Iwappara Ski Jomae,3.9
Echigonakazato,3.7
Echigotanaka,3.8
Ashidaki,4.1
Echigoshimoseki,3.5
Myohoji (Niigata),3.9
Imagawa (Niigata),4.3
Kamijo (Niigata),3.9
Uonumakyuryo,4.1
Echigokatakai,4.2
Toyomi,3.6
Tsuchitaru,4.1
Oshirakawa,4.1
Higashigejo,4.0
Hideya,4.0
Morimiyanohara,4.2
Gala Yuzawa,4.3
Toyama,4.0
Inarimachi (Toyama),4.1
Kaihotsu,3.8
Tsukioka (Toyama),3.7
Asanamachi,3.3
Kamihori,4.1
Kosugi (Chitetsu),3.1
Minamitoyama,3.7
Nunoichi,2.3
Oizumi (Toyama),3.9
Fujikoshi,2.8
Okudachugakkomae,3.9
Etchuebara,3.5
Higashishinjo,5.0
Etchunakajima,4.1
Higashitoyama,3.9
Nishitoyama,3.6
Fuchuusaka,3.1
Awajima,4.3
Shimookui,3.8
Jogawara,3.6
Hayahoshi,3.1
Toyotatoyopethonshamae,3.5
Yasunoya,3.5
Sasazu,3.6
Inujimashinmachi,2.8
Ohirota,3.4
Hasumachi,3.4
Higashiiwase,3.7
Iwasehama,4.0
Keirinjomae (Toyama),3.2
Osho,3.2
Intec Honshamae,3.3
Arimineguchi,3.7
Kamidaki,3.8
Daisenji,3.7
Daigakumae (Toyama),3.4
Kurobeunazukionsen,4.0
Chisato (Toyama),3.4
Higashiyatsuo,3.7
Kosugi (Ainokaze),3.0
Nirehara,3.5
Mizuhashi,3.8
Inotani,3.9
Aramachi (Toyama),3.6
Etchuyatsuo,3.6
Hongu (Toyama),3.5
Etchusango,3.3
Etchufunahashi,3.6
Kenchomae (Toyama),4.0
Takaoka,3.8
Toide,3.3
Nishitakaoka,3.4
Hirokoji (Toyama),4.0
Etchunakagawa,3.8
Nomachi,3.6
Futatsuka,3.3
Asahigaoka (Toyama),3.0
Shiminbyoinmae,3.7
Takaoka-Yabunami,3.5
Amaharashi,4.2
Sakashitamachi,4.0
Nakashinminato,3.6
Shin-takaoka,3.7
Shogawaguchi,3.0
Shinmachiguchi,4.1
Nishi Shinminato,3.8
Rokudoji,3.5
Kataharamachi (Toyama),4.5
Hayashi,2.9
Shikinochugakkomae,2.9
Fukuoka(Toyama),4.0
Fushiki,3.8
Aburaden,3.7
Shin-yoshihisa,3.4
Nomachiguchi,3.3
Etchudaimon,3.5
Etchukokubu,3.8
Himi,3.8
Yoshihisa,4.0
Yonejimaguchi,3.8
Uozu,3.6
Kyoden,4.0
Dentetsuuozu,3.7
Nishiuozu,4.3
Shin-uozu,3.6
Etchunakamura,3.7
Shimao,3.1
Nakakazumi,3.2
Namerikawa,3.2
Nakanamerikawa,2.8
Nishinamerikawa,3.2
Hayatsukikazumi,4.0
Higashinamerikawa,4.0
Nishikazumi,3.7
Hamakazumi,3.3
Ikuji,3.9
Kurobe,3.7
Dentetsuishida,3.9
Dentetsukurobe,4.3
Higashimikkaichi,3.7
Unazukionsen,4.0
Aimoto,4.0
Tochiya,2.0
Oritate,2.5
Uchiyama,4.0
Otozawa,3.8
Urayama,2.5
Oritateguchi,3.0
Ogyu,3.7
Shitayama,2.9
Shin-kurobe,3.9
Nagaya,3.3
Wakaguri,3.8
Tonami,3.6
Higashinojiri,2.0
Fukuno (Toyama),3.6
Takagi,3.4
Isurugi,3.9
Fukumitsu,3.4
Johana,4.1
Etchuyamada,3.5
Kaiomaru,4.5
Nakafushiki,3.4
Higashishinminato,4.5
Koshinokata,4.1
Chigozuka,2.3
Terada (Toyama),3.9
Ainoki,2.0
Shinainoki,3.4
Kamiichi,4.0
Shinmiyakawa,3.6
Shitadan,3.3
Iwakuraji,4.1
Etchuizumi,3.0
Sawanakayama,2.8
Gohyakkoku,3.8
Enokimachi,3.3
Tazoe,2.0
Kamagafuchi,2.8
Yokoe,3.9
Nyuzen,3.5
Tomari (Toyama),3.8
Etchumiyazaki,3.7
Minamitoyamaekimae,3.8
Shinnomachi,3.6
Kyukaniryo Center Mae,3.8
Dentetsutoyama,4.0
Chigaki,3.7
Kanazawa,4.3
Morimoto,3.3
Awagasaki,3.8
Nishikanazawa,3.5
Nishiizumi,3.6
Higashikanazawa,3.7
Nukajutakumae,3.6
Okobata,3.3
Matto,3.6
Uchinada,3.8
Nominegami,3.5
Kurikara,3.6
Yokoyama (Ishikawa),3.2
Iburihashi,3.4
Oshino,3.1
Nanao,3.7
Tokuda (Ishikawa),4.1
Tazuruhama,3.3
Wakuraonsen,3.8
Kasashiho,4.2
Nishigishi,4.5
Notonakajima,4.1
Komatsu,3.4
Awazu (Ishikawa),3.3
Meiho,3.4
Anamizu,4.1
Notokashima,4.5
Kagaonsen,3.6
Daishoji,3.4
Hakui,3.7
Minamihakui,3.1
Kanemaru,3.3
Chiji,4.1
Unoke,3.3
Takamatsu (Ishikawa),3.9
Nose,2.9
Tsurugi,3.9
Hinomiko,3.0
Nonoichi (JR),3.5
Kagakasama,3.8
Sodani,3.0
Dohoji,3.5
Shijima,3.9
Hibari,3.8
Mikawa,3.4
Inokuchi (Ishikawa),3.0
Oyanagi (Ishikawa),3.4
Komaiko,3.4
Otomaru,3.9
Nonoichikodaimae,3.6
Magae,3.5
Nonoichi (Hokuriku),2.9
Tsubata,3.1
Nakatsubata,3.3
Hontsubata,3.4
Hodatsu,3.9
Shikinami,3.5
Notobe,3.9
Notoninomiya,3.6
Mitsuya,3.1
Shinnishikanazawa,3.6
Mitsukuchi,2.4
Waridashi,3.6
Kagatsume,2.7
Isobe (Ishikawa),3.1
Fukui (Fukui),3.8
Miyama,4.2
Taichonosato,4.5
Asozu,3.8
Morita,3.3
Harue,2.8
Sekijyujimae,3.5
